PATRIC.ID,CDMM_A,CDMM_B,CDMM_C,Comm_A,Comm_B,Comm_C,IEC_A,IEC_B,IEC_C
fig|645463.3.peg.1971,1.64,1.24,1.41,2.56,2.73,1.63,1.79,2.76,2.52
fig|645463.3.peg.1972,0.71,0.37,0.56,0.65,0.63,1.3,0.93,1.43,0.81
fig|645463.3.peg.1973,0.81,1.39,1.38,1.31,1.63,1.57,2.12,2.41,2.23
fig|645463.3.peg.1974,1.44,1.83,2.08,2.13,1.37,1.8,2.3,2.49,2.94
fig|645463.3.peg.1975,42.3,47.52,46.13,32.17,36.52,34.53,35.58,38.22,34.61
fig|645463.3.peg.1976,3.46,3.8,4.08,9.62,8.94,9.15,7.58,8.32,8.78
fig|645463.3.peg.1977,3.24,4.29,3.35,5.88,6.62,6.85,5.84,6.73,6
fig|645463.3.peg.1978,4.26,4.16,3.2,5.17,6.28,6.68,5.17,5.85,6.32
fig|645463.3.peg.1980,0.63,0.9,0.91,0.94,1.21,0.87,0.78,0.92,1.02
fig|645463.3.peg.1981,0.83,1.19,0.91,1.28,1.62,1.64,1.4,1.96,2.03
fig|645463.3.peg.1982,17.67,22.49,21.84,26.04,31.53,30.55,33.57,38.55,34.59
fig|645463.3.peg.1983,549.37,622.29,577.22,629.09,750.11,756.29,540.02,651.24,622.16
fig|645463.3.peg.1984,17.89,20.2,22.51,28.96,37.91,38.54,27.98,33.35,35
fig|645463.3.peg.1985,33.2,48.33,45.11,46.38,55.07,67.34,23.6,34.79,35.09
fig|645463.3.peg.1986,97.1,99.53,89.2,97.74,121.84,120.44,86.18,97.18,93.57
fig|645463.3.peg.1987,176.7,205.91,232.41,705.95,837.26,822.49,410.88,494.87,476.97
fig|645463.3.peg.1988,99.38,109.12,124.45,405.59,476.36,475.33,252.16,247.19,242.76
fig|645463.3.peg.1989,70.21,72.46,80.9,259.03,281.44,292.03,174.07,167.36,163.47
fig|645463.3.peg.1990,173.52,193.83,201.23,604.4,708.05,734.95,412.79,422.61,417.57
fig|645463.3.peg.1991,201.98,205.68,219.06,565.51,607.53,642.35,415.44,445.46,447.6
fig|645463.3.peg.1992,2.95,3.37,3.01,3.63,3.83,3.2,3.65,4.67,4.99
fig|645463.3.peg.1993,7.42,10.22,10.41,20.32,24.52,23.29,18.99,25.33,26.07
fig|645463.3.peg.1994,18.94,22.03,20.73,45.63,47.97,48.45,54.5,56.76,55.8
fig|645463.3.peg.1995,563.29,608.8,534.99,217.64,222.31,249.86,448.51,449.09,455.64
fig|645463.3.peg.1996,29.16,35.43,35.96,63.05,72.03,60.17,50.89,54.58,56.47
fig|645463.3.peg.1997,7.07,9.56,10.83,20.85,22.85,24.3,11.58,12.95,13.86
fig|645463.3.peg.1998,5.01,6.85,6.47,18.37,22.86,21.72,9.36,13.38,11.56
fig|645463.3.peg.1999,1.01,1.1,1.74,1.77,1.99,2.27,2.02,2.86,2.27
fig|645463.3.peg.2000,4.64,5.02,4.91,6.28,8.05,7.31,10.92,14.77,14.78
fig|645463.3.peg.2001,2.85,3.86,2.83,4.34,5.61,5.24,3.98,5.65,5.74
fig|645463.3.peg.2002,38.02,44.67,51.17,92.93,104.05,104.78,109.68,133.16,127.18
fig|645463.3.peg.2003,4,5.44,5.29,8.61,9.77,9.78,7.04,7.74,8.09
fig|645463.3.peg.2004,2.24,3.9,3.86,5.58,6.37,6.73,4.93,6.14,6.35
fig|645463.3.peg.2005,78.82,82.36,103.94,54.36,55.08,65.48,73.98,77.78,79.01
fig|645463.3.peg.2006,12.72,14.59,12.69,16.95,22.53,21.15,11.91,13.97,15.22
fig|645463.3.peg.2007,16.76,23.23,21.03,28.93,35.15,31.5,19.28,24.13,23.07
fig|645463.3.peg.2008,8.44,11.24,10.77,18.53,25.51,23.23,14.91,16.6,16.34
fig|645463.3.peg.2009,7.12,7.75,7.88,9.98,14.1,13.17,9.08,11.02,10.1
fig|645463.3.peg.2010,48.72,52.42,51.84,93.11,107.32,106.1,79.91,92.58,92.04
fig|645463.3.peg.2011,7.76,10.11,10.68,24.63,31.75,31.18,13.99,19.91,19.85
fig|645463.3.peg.2012,9.15,11.8,9.75,27.22,34.76,31.98,18.15,23.08,22.35
fig|645463.3.peg.2013,18.43,20.44,19.55,42.43,50.07,45.09,37.12,51.69,51.64
fig|645463.3.peg.2014,13.12,17.22,17.28,34.04,39.31,40.34,38.33,57.2,61.29
fig|645463.3.peg.2015,51.63,55.45,56.17,124.02,132.17,130.07,199.32,219.19,231.47
fig|645463.3.peg.2016,61.18,71.92,69.29,143.2,159.69,156.75,222.89,276.24,271.55
fig|645463.3.peg.2017,11.58,14.24,13.97,13.01,13.77,13.91,28.64,29.35,30.8
fig|645463.3.peg.2018,7.41,8.54,8.96,10.15,10.77,9.75,28.4,30.2,30.46
fig|645463.3.peg.2019,9.24,9.61,10.33,14.08,15.02,16.57,9.6,11.93,12.37
fig|645463.3.peg.2020,31.06,31.53,36.79,62.2,69.9,61.99,54.73,57.99,59.66
fig|645463.3.peg.2021,33.98,37.07,41.07,65.89,71.78,71.16,52.03,63.91,66.45
fig|645463.3.peg.2022,85.29,94.7,93.82,120.01,131.5,142.66,118.73,147.2,153.39
fig|645463.3.peg.2023,6.18,7.18,8.53,15.8,16.24,14.86,11.19,14.03,12.04
fig|645463.3.peg.2024,67.41,68.86,78.09,84.66,81.57,90.93,85.25,95.79,88.36
fig|645463.3.peg.2025,63.66,65.88,75.77,83.13,84.19,91.87,81.56,86,85.04
fig|645463.3.peg.2026,230.39,260.93,267.26,274.66,285.6,321.46,265.54,302.07,302.41
fig|645463.3.peg.2027,69.45,77.6,87.24,71.88,75.18,69.85,66.42,67.32,70.09
fig|645463.3.peg.2028,68.8,79.09,84.44,86.85,101.17,95.95,74.43,81.07,82.79
fig|645463.3.peg.2029,65.77,82.41,85.5,82.44,101.23,101.39,64.56,72.86,74.4
fig|645463.3.peg.2030,225.01,253.52,281.04,538.09,645.17,700.2,311.5,388.82,390.19
fig|645463.3.peg.2031,300.51,319.13,358,631.94,748.45,807.88,428.49,504.33,497.85
fig|645463.3.peg.2032,217.49,242.38,265.07,426.46,538.76,590.5,264.83,362.94,373.73
fig|645463.3.peg.2033,194.21,196.21,204.25,315.7,365.63,388.4,250.94,271.59,277.67
fig|645463.3.peg.2035,5.14,9.89,7.56,10.69,14.5,12.94,7.66,10.84,10.33
fig|645463.3.peg.2036,11.37,15.29,15.58,38.54,47.53,44.98,14.1,15.09,14.77
fig|645463.3.peg.2038,17.16,20.97,23.46,58.32,68.75,56.73,23.7,25.97,26.95
fig|645463.3.peg.2039,23.32,31.59,30.26,64.86,74.01,73.33,20.94,28.46,29.47
fig|645463.3.peg.2040,38.36,41.74,44.07,27.79,30.96,31.59,42.88,45.86,44.5
fig|645463.3.peg.2041,7.36,8.34,9.66,8.87,11.78,10.52,8.85,10.11,10.77
fig|645463.3.peg.2042,29.7,31.91,29.14,41.03,49.06,41.82,44.85,53.36,51.96
fig|645463.3.peg.2043,1.64,2.85,3.02,4.2,5.15,8.38,2.83,3.09,4.35
fig|645463.3.peg.2044,29.56,35.76,36.09,21.16,21.18,25.86,6.79,12.05,12.34
fig|645463.3.peg.2047,428.83,485.33,491.31,1112.88,1079.38,1095,1103.64,1275.2,1367.18
fig|645463.3.peg.2049,18.69,27.7,27.09,41.33,54.55,54.77,30.08,44.96,49.74
fig|645463.3.peg.2050,52.36,55.5,62.96,95.84,113.26,118.78,65.79,82.55,80.36
fig|645463.3.peg.2051,36.09,35.17,38.78,73,82.34,94.18,84.45,99.54,96.79
fig|645463.3.peg.2052,15.34,16.71,15.59,15.12,16.56,17.44,18.56,19.82,21.98
fig|645463.3.peg.2053,22.16,25.68,24.22,25.76,33.73,34.2,35.46,36.51,37.68
fig|645463.3.peg.2055,6.35,7.33,8.71,14.99,16.05,15.47,12.38,13.45,12.81
fig|645463.3.peg.2057,2.79,3.65,3.63,6.68,7.85,7.27,3.62,4.16,3.99
fig|645463.3.peg.2058,3.57,5.16,5.47,14.16,16.35,12.05,4.57,3.84,2.87
fig|645463.3.peg.2059,116.18,142.56,142.32,289.39,335.39,327.14,144.33,185.97,168.45
fig|645463.3.peg.2060,675.62,669.7,642.83,480.23,492.68,485.17,464.26,487.5,458.71
fig|645463.3.peg.2062,3.13,3.14,3.24,2.87,3.22,2.85,4.04,3.92,4.18
fig|645463.3.peg.2064,5.71,8.97,7.37,7.44,10.05,10,11.08,15.63,17.4
fig|645463.3.peg.2065,14.11,15.13,13.69,12.59,18.62,14.61,24.53,27.22,26.25
fig|645463.3.peg.2066,34.63,39.54,42.46,57.05,67.7,66.98,34.71,43.75,44.34
fig|645463.3.peg.2068,2.62,3.24,3.29,7.96,8.22,8.45,5.08,5.9,5.71
fig|645463.3.peg.2069,2.64,3.56,3.98,8.41,9.08,10.55,7.62,9.44,11.69
fig|645463.3.peg.2070,45.55,50.73,54.86,69.35,72.63,72.45,129.18,123.86,132.31
fig|645463.3.peg.2071,23.23,26.33,34.76,21.94,25.5,24.42,32.11,38.79,38.83
fig|645463.3.peg.2072,24.69,35.59,44.18,21.53,23.63,26.06,25.97,35.77,35.47
fig|645463.3.peg.2073,15.74,18.51,19.68,42.1,51.68,52.79,66.75,75.25,75.49
fig|645463.3.peg.2074,8.74,9.2,10.03,26.67,28.88,32.17,37.64,47.07,47.25
fig|645463.3.peg.2075,2.93,6.88,6.64,13.66,16.28,23.49,5.92,21.1,22.85
fig|645463.3.peg.2076,16.35,18.39,16.64,26.98,30.59,28.21,20.14,25.57,25.74
fig|645463.3.peg.2077,35.25,38.27,39.58,38.84,44.71,47.55,32.76,36.67,35.86
fig|645463.3.peg.2078,58.14,67.76,67.16,79.43,94.64,102.59,51.61,80.06,79.73
fig|645463.3.peg.2079,105.26,127.66,122.9,211.08,249.07,245.11,167.13,187.85,182.21
fig|645463.3.peg.2080,5.05,6.54,6.82,5.8,6.17,6.12,6.11,7.14,7.44
fig|645463.3.peg.2081,2.26,2.9,2.59,2.65,3.12,3.39,2.9,3.42,3.08
fig|645463.3.peg.2082,1.18,1.24,0.83,1.52,1.06,1.38,1.64,2.17,1.84
fig|645463.3.peg.2083,1.66,1.37,1.89,2.13,1.91,1.62,2.27,2.18,2.45
fig|645463.3.peg.2084,2.04,2.57,1.88,2.92,2.6,2.63,3,3.33,2.76
fig|645463.3.peg.2085,1.78,2.67,2.58,2.7,3.9,2.81,6.29,7.71,6.75
fig|645463.3.peg.2086,5.18,6.63,5.71,10.4,11.81,14.41,8.14,14.99,15.18
fig|645463.3.peg.2087,5.14,5.42,6,10.77,15.63,14.7,13.66,17.29,18.5
fig|645463.3.peg.2088,8.99,9.73,10.58,12.7,13.09,13.77,19.95,26.24,23.09
fig|645463.3.peg.2090,16.29,19.74,20.83,24.14,27.07,26.68,19.63,27.14,27.43
fig|645463.3.peg.2091,56.61,65.22,59.88,83.23,99.75,96.03,87.75,104.09,98.63
fig|645463.3.peg.2092,253.77,251.09,260.31,82.17,93.68,99.84,89.56,135.71,132.01
fig|645463.3.peg.2094,182.81,195.61,209.04,376.46,433.3,416.63,284.07,332.53,326.44
fig|645463.3.peg.2095,14.91,15.52,20.25,30.51,35.61,34.84,33.25,37.32,35.54
fig|645463.3.peg.2096,15.68,17.26,18.81,26.97,29.87,29.79,32.25,34.8,34.71
fig|645463.3.peg.2098,3.54,4.75,3.78,8.01,10.19,9.61,8.07,10.76,10.68
fig|645463.3.peg.2099,42.7,51.43,50.94,47.36,59.45,59.16,59.49,67.75,66.83
fig|645463.3.peg.2100,48.4,56.33,63.69,61.9,75.93,81.26,64.13,69.63,70.46
fig|645463.3.peg.2101,34.7,38.63,40.05,58.6,74.56,79.3,50.13,50.68,52.3
fig|645463.3.peg.2102,4.72,6.95,6.28,8.97,10.33,9.78,11.35,14.99,15.42
fig|645463.3.peg.2103,142.81,148.66,164.87,160.68,181.04,200.16,260.07,294.52,297.29
fig|645463.3.peg.2104,113.92,125.15,123.06,154.85,170.7,177.22,223.36,267.69,255.37
fig|645463.3.peg.2105,75.37,78.98,77.29,71.69,81.48,93.1,84.08,99.05,101.53
fig|645463.3.peg.2106,198.66,229.12,251.94,217.8,238.08,289.56,224.97,288.9,281.7
fig|645463.3.peg.2107,178.15,195.65,191.41,166.75,182.46,201.14,162.53,203.03,210.12
fig|645463.3.peg.2108,242.6,264.03,247.79,186.45,205.13,229.67,210.89,279.33,286.68
fig|645463.3.peg.2109,52.24,69.61,74.71,132.12,154.68,156.67,93.98,114.17,119.04
fig|645463.3.peg.2110,51.08,56.47,57.77,117.05,124.11,119.19,112.27,107.27,100.79
fig|645463.3.peg.2111,104.89,137.48,128.59,158.69,198.61,213.29,296.67,323.21,302.68
fig|645463.3.peg.2112,35.24,34.25,40.09,70.6,75.59,75.37,67.15,74.88,75.46
fig|645463.3.peg.2113,23.1,28.59,29.1,41.36,48.06,50.43,25.72,35.06,37.27
fig|645463.3.peg.2114,25.5,25.58,29.2,36.07,37.41,38.93,31.47,40.37,43.38
fig|645463.3.peg.2115,204.6,217.7,254.45,220.18,227.89,238.01,247.23,248.84,241.81
fig|645463.3.peg.2116,30.33,35.5,41.17,35.81,41.94,41.59,53.37,59.21,57.96
fig|645463.3.peg.2117,14.68,15.91,19.22,17.23,21.5,22.52,24.93,28.12,27.25
fig|645463.3.peg.2118,3.09,3.79,4.44,3.54,3.86,2.62,4.02,5.13,4.89
fig|645463.3.peg.2119,40.07,47.77,49.57,36,41.96,43.43,51.45,60.12,57.98
fig|645463.3.peg.2120,17.36,19.09,17.54,23.46,24.69,22.41,23.55,24.7,22.96
fig|645463.3.peg.2121,1.96,1.45,1.66,2.97,3.13,2.5,2.58,3.15,2.83
fig|645463.3.peg.2123,49.18,52.72,55.65,43.38,48.14,59.72,38.55,53.4,50.57
fig|645463.3.peg.2125,2.35,2.75,3.37,2.71,3.14,2.97,3.67,3.81,3.36
fig|645463.3.peg.2126,3.32,4.33,4.11,4.76,5.43,4.76,4.59,5.2,5.17
fig|645463.3.peg.2127,1.43,0.9,0.76,1.58,1.15,1.02,0.94,1.12,0.95
fig|645463.3.peg.2128,1.33,1.47,1.6,1.57,1.84,1.31,1.42,1.27,0.74
fig|645463.3.peg.2129,1.39,1.72,1.3,1.29,1.46,1.31,1.64,1.87,1.71
fig|645463.3.peg.2130,0.78,1.48,1.34,1.63,1.44,1.95,1.82,1.9,2.13
fig|645463.3.peg.2131,4.28,5.07,5.14,3.92,4.09,4.28,3.88,4.72,4.94
fig|645463.3.peg.2132,1.2,1.16,1.5,0.82,0.76,1.25,1.26,1.28,1.69
fig|645463.3.peg.2133,5.06,6.22,5.2,4.53,5.16,5.14,6.13,5.62,6.68
fig|645463.3.peg.2134,4.36,5.07,5.51,4.46,4.56,5.28,5.15,5.28,5.49
fig|645463.3.peg.2135,4.36,4.53,4.92,5.06,5.44,5.54,5.42,5.11,4.92
fig|645463.3.peg.2136,3.09,3.79,4.08,4.02,4.48,4.58,4.81,4.74,4.7
fig|645463.3.peg.2137,1.1,1.4,1.26,2.26,2.15,2.56,2.1,2.07,2.08
fig|645463.3.peg.2138,1.16,1.54,1.39,2.46,3.05,2.78,2.36,2.42,3.01
fig|645463.3.peg.2139,27.98,25.9,29.37,46.67,48.06,54.19,53.28,59.66,62.79
fig|645463.3.peg.2140,11.98,15.07,16.18,46.78,49.74,52.68,13.89,22.11,22.58
fig|645463.3.peg.2141,13.22,15.79,16.7,51.13,60.92,58.22,32.19,35.24,36.27
fig|645463.3.peg.2142,3.27,4.46,5.12,12.76,13.96,16.01,13.44,12.68,12.44
fig|645463.3.peg.2143,5.91,6.55,6.47,20.96,25.07,25.91,24.23,29.5,29.54
fig|645463.3.peg.2144,20.93,24.75,22.93,64.63,71.96,72.8,96.68,112.57,115.27
fig|645463.3.peg.2145,6.44,7.5,9.43,10.32,10.1,12.21,11.86,12.31,13.17
fig|645463.3.peg.2146,62.78,70.18,77.81,105.5,107.57,109.55,105.32,105.4,107.51
fig|645463.3.peg.2147,23.09,28.79,34.11,39.65,43.12,41.62,36.67,40.1,41
fig|645463.3.peg.2148,8.93,10.32,11.11,15.29,16.06,16.06,12.67,13.58,15.61
fig|645463.3.peg.2149,44.1,51.07,48.07,102.22,121.62,125.69,94.61,100.26,104.08
fig|645463.3.peg.2151,10.03,13.74,13.8,14.67,15.66,16.42,17.65,22.21,24.66
fig|645463.3.peg.2152,11.46,13.99,15.3,19.91,25.1,26.69,28.04,40.81,43.2
fig|645463.3.peg.2153,19.43,21.08,20.81,32.77,36.82,38.49,62.8,71.63,73.58
fig|645463.3.peg.2154,63.93,79.39,83.41,144.65,173.1,172.72,159.5,241.76,245.04
fig|645463.3.peg.2155,163.34,166.59,178.09,571.7,606.26,636.01,826.18,937.08,982.92
fig|645463.3.peg.2156,19.47,22.67,24.12,85,95.77,88.68,44.47,50.76,50.04
fig|645463.3.peg.2157,14.91,19.03,21.37,75.75,96.31,93.96,35.26,46.59,49.97
fig|645463.3.peg.2158,59.69,66.15,72.28,398.79,497.43,503.79,321.03,322.33,309.18
fig|645463.3.peg.2159,15.29,20.4,16.79,29.33,34.99,36.19,25.42,29.57,29.26
fig|645463.3.peg.2160,24.86,25.37,20.74,8.31,8.7,10.12,7.29,8.09,6.77
fig|645463.3.peg.2161,195.59,222.24,212.38,118.6,139.63,143.74,59.59,73.74,71.74
fig|645463.3.peg.2162,233.23,256.29,224.57,128.5,160.56,156.84,56.96,62.83,66.07
fig|645463.3.peg.2163,167.77,177.1,173.01,205.93,232.58,196.52,328.03,359.2,367.17
fig|645463.3.peg.2166,183.79,209.49,218.74,222.41,253.46,270.71,294.89,323.08,326.8
fig|645463.3.peg.2167,590.87,653.06,541.06,104.29,105.33,113.84,379.7,417.65,397.46
fig|645463.3.peg.2169,213.77,235.81,255.18,189.44,182.02,210.15,121.57,159.05,160.11
fig|645463.3.peg.2170,335.5,353.17,365.66,278.3,284.66,303.61,237.45,290.79,279.78
fig|645463.3.peg.2171,126.01,134.07,163.16,258.72,282.88,287.58,228.19,232.05,221.22
fig|645463.3.peg.2172,7.19,8.27,9.24,8.88,11.65,10.1,15.66,23.05,21.11
fig|645463.3.peg.2173,44.81,54.5,61.84,84.11,100.04,99.79,115.98,149.45,151.14
fig|645463.3.peg.2174,29.86,31.9,35.61,48.61,53.26,60.84,46.22,61.52,61.42
fig|645463.3.peg.2175,50.41,58.06,59.07,109.1,125.14,124.99,63.29,80.78,74.5
fig|645463.3.peg.2177,20.57,25.18,26.42,37.07,42.7,43.21,42.24,67.41,70.46
fig|645463.3.peg.2179,11.05,14.51,16,40.28,44.61,46.38,18.78,28.4,27.15
fig|645463.3.peg.2180,549.18,600.91,561.77,554.54,648.28,659.92,574.28,701.11,653.66
fig|645463.3.peg.2181,45.76,45.54,46.48,31.89,33.62,34.44,58.86,62.02,61.81
fig|645463.3.peg.2182,314.14,363.5,342.66,174.61,215.2,222.65,259.44,290.37,294.89
fig|645463.3.peg.2183,218.41,260.99,248.32,208.79,259.33,268.79,224.81,241.64,239.93
fig|645463.3.peg.2184,82.47,97.82,83.97,160.14,175.63,184.22,251.01,274.24,296.29
fig|645463.3.peg.2185,9.54,10.04,10.46,10.1,10.16,10.64,9.1,12.14,12.38
fig|645463.3.peg.2186,6.94,8.67,8.9,14.12,16.53,16.88,16.55,20.91,22.05
fig|645463.3.peg.2187,40.42,45.61,53.29,71.22,80.58,83.15,63.54,79.09,75.07
fig|645463.3.peg.2189,169.99,170.67,208.63,246.83,267.51,281.8,213.47,255.05,251.42
fig|645463.3.peg.2190,318.42,337.93,405.99,451.97,459.37,516.81,336.84,375.53,364.85
fig|645463.3.peg.2191,410.1,463.6,531.69,511.22,535.74,603.06,401.05,434.48,449.4
fig|645463.3.peg.2192,732.9,799.75,884.69,634.09,651.87,777.76,720.3,677.56,703.03
fig|645463.3.peg.2193,1750.08,1969.73,2042.9,1348.91,1391.68,1583.59,2093.59,2183.16,2176.53
fig|645463.3.peg.2194,6.87,7.58,8.9,13.42,17.25,14.57,20.42,24.28,26.02
fig|645463.3.peg.2195,4.57,5.83,5.39,9.76,11.95,11.09,15.09,17.44,20.05
fig|645463.3.peg.2196,4.05,5.68,5.68,11.67,14.07,12.93,13.42,17.63,17.9
fig|645463.3.peg.2197,12.83,14.5,14.33,27.56,27.63,28.85,29.29,38.26,39.5
fig|645463.3.peg.2198,45.11,52.48,57.07,71.75,75.33,75.11,109.31,125.27,127.08
fig|645463.3.peg.2199,26.74,28.41,35.87,60.51,74.33,72.99,26.14,27.92,26.25
fig|645463.3.peg.2200,19.56,24.17,29.65,55.52,68.81,65.18,23.92,30.31,29.09
fig|645463.3.peg.2201,124.41,137.17,141.73,287.26,369.75,371.38,233.39,249.66,250
fig|645463.3.peg.2202,3.08,2.98,2.78,3.58,5.62,4.91,6.51,8.9,10.16
fig|645463.3.peg.2204,4.94,5.1,5.88,15.24,16.45,17.51,16.33,18.2,18.81
fig|645463.3.peg.2205,23.89,24.84,26.52,54.71,67.66,78.16,49.65,60.03,58.53
fig|645463.3.peg.2206,365.39,377.47,389.26,602.61,584.27,619.08,371.46,355.57,334.03
fig|645463.3.peg.2207,964.59,1107.52,1070.81,1565.4,1752.08,1695.46,802.3,871.09,837.04
fig|645463.3.peg.2208,1128.28,1303.77,1274.94,1703.59,1921.96,1862.55,927.61,986.12,945.36
fig|645463.3.peg.2210,756.08,932.06,932.77,1202,1295.22,1379.48,626.44,874.91,834.43
fig|645463.3.peg.2211,22.32,24.22,23.51,33.75,35.75,39.74,41.43,51.65,49.57
fig|645463.3.peg.2212,3.02,3.37,3.63,4.37,5.54,4.91,5.03,7.08,6.25
fig|645463.3.peg.2213,1.31,1.05,1.22,1.11,1.3,1.65,0.87,1.39,1.21
fig|645463.3.peg.2214,1.82,2.33,3.35,3.75,4.25,6.92,2.99,3.64,5.45
fig|645463.3.peg.2215,15.61,18.03,19.76,34.36,33.19,42.64,28.36,33.38,32.66
fig|645463.3.peg.2216,18.45,18.71,21.32,22.27,24.53,26.77,27.4,30.21,30.61
fig|645463.3.peg.2218,44.58,50.85,51.08,66.27,76.47,69.7,47.35,59.14,58.8
fig|645463.3.peg.2219,54.68,66.57,65.86,30.34,37.65,38.07,41.6,48.42,44.6
fig|645463.3.peg.2220,720.07,747.37,652.76,191.98,215.86,225.55,357.37,430.93,410.46
fig|645463.3.peg.2221,5.4,5.56,5.01,7.95,8.5,8.04,10.65,11.03,10.63
fig|645463.3.peg.2222,43.63,50.65,45.92,91.69,97.26,105.45,172.43,178.98,180.96
fig|645463.3.peg.2223,13.98,18.33,16.01,24.39,29.97,36.77,59.29,59.81,62.87
fig|645463.3.peg.2224,26.58,29.81,30.31,31.9,37.48,37.46,46.15,60.16,59.91
fig|645463.3.peg.2226,60.87,71.88,73.07,108.38,111.79,111.5,79.81,91.47,93.41
fig|645463.3.peg.2227,64.13,72.44,89.26,231.12,259.57,258.31,235.69,259.87,238.83
fig|645463.3.peg.2228,36.1,37.92,50.29,163.28,171.51,169.74,115.65,118.44,115.02
fig|645463.3.peg.2229,131.41,132.03,180.04,499.49,505.95,533.96,479.22,447.64,447.07
fig|645463.3.peg.2230,274.52,303.21,368.77,941.55,1012.79,999.42,728.87,815.84,770.87
fig|645463.3.peg.2231,231.38,243.71,282.96,645.17,698.28,725.05,583.88,598.87,570.43
fig|645463.3.peg.2232,264.11,282.02,317.82,588.78,646.26,710.42,645.37,648.82,628.33
fig|645463.3.peg.2233,27.54,27.31,30.52,40.84,41.3,44.54,46.74,49.4,49.24
fig|645463.3.peg.2234,27.06,30.31,31.78,40.08,41.39,46.45,37.73,45.94,43.5
fig|645463.3.peg.2235,22.94,29.15,30,50.98,63.22,62,42.34,59.69,58.52
fig|645463.3.peg.2236,40.25,46.88,49.92,66.01,72.56,73.22,119.71,111.38,110.71
fig|645463.3.peg.2237,5.04,6.33,7.43,9.37,12.34,12.49,11.52,13.56,13.95
fig|645463.3.peg.2238,7.62,8.26,9.17,14.01,14.43,15.89,21.39,23,23.63
fig|645463.3.peg.2239,2.17,2.54,2.75,4.39,5.02,5.08,4.09,6.72,6.3
fig|645463.3.peg.2240,1.76,2.17,2.33,3.83,4.22,3.91,3.68,5.36,5.29
fig|645463.3.peg.2241,30.8,33.75,38.25,54.29,60.78,59.6,54.93,60.5,59.98
fig|645463.3.peg.2242,29.96,34.24,36.24,51.52,59.23,61.54,47.64,57.56,58.85
fig|645463.3.peg.2243,16.7,19.07,21.18,40.14,46.58,45.51,36.1,37.68,37.67
fig|645463.3.peg.2245,9.34,10.03,9.63,10.81,10.97,12.4,10.34,10.95,11.11
fig|645463.3.peg.2246,4.09,4.99,5.71,6.07,7.13,7.29,10.19,10.72,11.53
fig|645463.3.peg.2247,288.68,324.32,370.2,130.03,130.71,138.37,227.88,252.82,252.76
fig|645463.3.peg.2248,18.67,23.53,24.29,29.77,35.28,33.72,16.12,20.98,20.9
fig|645463.3.peg.2249,578.7,613.86,642.5,761.15,790.14,909.48,657.37,847.58,835.03
fig|645463.3.peg.2250,2.82,3.12,3.2,4.59,5.22,4.97,7.18,9.89,10.46
fig|645463.3.peg.2251,2.24,2.49,2.83,1.99,3.32,3.88,6.16,6.83,6.02
fig|645463.3.peg.2252,1.38,1.6,2.08,1.77,2.1,1.77,3.67,3.99,4.48
fig|645463.3.peg.2253,0.94,0.94,1.26,0.8,1.55,1.31,1.97,2.92,2.61
fig|645463.3.peg.2254,0.63,0.42,0.52,0.61,0.46,0.57,0.83,1.08,1.26
fig|645463.3.peg.2255,0.16,0.24,0.5,0.55,0.55,0.59,0.82,1.01,0.83
fig|645463.3.peg.2256,0.53,0.59,0.57,0.62,0.6,0.65,1.48,1.51,1.96
fig|645463.3.peg.2257,52.54,60.01,59.65,138.97,166.17,155.87,60.25,76.82,73.36
fig|645463.3.peg.2258,82.12,89.95,95.34,219.7,250.1,227.85,106.92,110.04,110.24
fig|645463.3.peg.2259,23.55,24.95,23.06,35.18,37.32,41.07,27.51,31.19,34.23
fig|645463.3.peg.2260,93.98,100.87,110.65,147.79,155.8,167.6,120.22,145.48,139.59
fig|645463.3.peg.2261,35.57,39.87,38.75,59.36,71.48,70.68,92.96,103.89,104.64
fig|645463.3.peg.2262,30.44,40.25,36.79,67.08,72.17,65.66,83.93,94.6,94.61
fig|645463.3.peg.2263,63.58,68.67,69.09,107.73,119.34,115.78,172.25,175.94,184.48
fig|645463.3.peg.2264,70.54,82.01,93.24,137.37,156.44,170.28,160.85,185.55,171.33
fig|645463.3.peg.2265,644.09,705.7,622.24,228.24,244.5,250.68,327.47,350.67,367.23
fig|645463.3.peg.2266,416.71,471.82,433.28,186.38,216.95,217.56,252.57,252.36,260.59
fig|645463.3.peg.2267,88.9,105.2,108.98,112.48,129.05,120.36,148.85,155.04,153.01
fig|645463.3.peg.2269,34.11,38.09,32.33,19.65,18.81,21.02,36.96,48.14,47.85
fig|645463.3.peg.2270,14.3,16.24,18.29,29.33,32.33,30.03,40.91,44.85,39.91
fig|645463.3.peg.2271,7.96,11.52,9.41,14.82,16.21,16.79,16.95,18.57,22.86
fig|645463.3.peg.2272,33.1,42.12,37.71,84.69,99.1,100.76,42.37,49.65,52.08
fig|645463.3.peg.2273,22.86,28.5,26.15,47.41,55.78,54.66,29.67,35.61,34.71
fig|645463.3.peg.2274,129.36,160.44,152.53,122.91,138.53,139.24,111.17,139.29,138.08
fig|645463.3.peg.2275,118.23,117.98,123.39,152.63,184.79,184.31,117.03,134.97,133.74
fig|645463.3.peg.2276,132.85,148.02,140.96,243.21,280.4,271.49,140.53,133.89,137.54
fig|645463.3.peg.2277,2.35,2.49,2.5,2.79,3.43,3,3.71,5,4.92
