reaction	linear_coefficient
rxn00970_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05227_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05293_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn12676_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09341_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn13914_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09147_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10030_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn13012_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn12239_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09119_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02928_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01953_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00605_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02011_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00579_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01644_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10663_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn07466_c	[0.0004989203363920476, 0.000514310961381805, 0.0005522622361215861]
rxn09429_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09126_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01520_c	[0.0029005802871158244, 0.0029438508527798433, 0.0028109361680174324]
rxn13140_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05039_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09065_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10484_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03164_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10840_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05291_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03852_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10036_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01256_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00553_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn08131_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09063_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09124_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00958_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00010_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10053_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09348_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01669_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05744_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02286_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn08040_c	[0.002756891230234915, 0.0027835909654844583, 0.0029381923238497197]
rxn01538_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09163_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn13251_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05957_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00285_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03665_c	[0.0246928503860503, 0.02471207462094838, 0.024648387310743317]
rxn01895_c	[0.0246928503860503, 0.02471207462094838, 0.024648387310743317]
R11462_c	[0.0006477411453044184, 0.0006168772892508515, 0.0006598649315936745]
EX_cpd00210_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01539_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00629_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00634_c	[0.08498295403033551, 0.09660071520289394, 0.10147916856035945]
rxn06300_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn06432_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn06434_c	[0.0029005802871158244, 0.002965547575982911, 0.003123917524253598]
rxn06936_c	[0.0015583420335536756, 0.0014620632794794363, 0.001590947616158092]
rxn06435_c	[0.0018901953315881574, 0.0017066445228594701, 0.0017442446069676429]
rxn06437_c	[0.0033995006235078722, 0.003072551869961676, 0.0030089447811464352]
rxn06436_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn06438_c	[0.002011076601662574, 0.0017638449749402848, 0.0018626567056378406]
rxn06439_c	[0.0024233273481899455, 0.002272731755521323, 0.0022960155065802237]
rxn06440_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn06441_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn06442_c	[0.002115422226302282, 0.0022964009081064872, 0.002292576151017189]
rxn06443_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn06444_c	[0.0033407705724811513, 0.003338336729199253, 0.0033044836913129244]
rxn06445_c	[0.002905141844477123, 0.0027451285925335655, 0.0029381923238497197]
rxn06446_c	[0.003118394651117838, 0.0030843864462542577, 0.003290480600806283]
rxn06447_c	[0.0015851411830513056, 0.0013506210193909532, 0.0013919563300110794]
rxn06448_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn06280_c	[0.0033995006235078722, 0.003178569949249392, 0.0031661724640280253]
rxn06449_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
protein_rxn	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn12634_c	[0.0004601470988210085, 0.0004911349161421648, 0.0004972325471130295]
rxn05534_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
EX_cpd11592_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn12636_c	[0.0004601470988210085, 0.0004911349161421648, 0.0004972325471130295]
rxn05536_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
EX_cpd11590_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn12638_c	[0.0004601470988210085, 0.0004911349161421648, 0.0004972325471130295]
rxn05538_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
EX_cpd11588_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn12640_c	[0.0004601470988210085, 0.0004911349161421648, 0.0004972325471130295]
rxn05541_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
EX_cpd11586_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn12644_c	[0.0004601470988210085, 0.0004911349161421648, 0.0004972325471130295]
rxn05545_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
EX_cpd11582_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn12645_c	[0.0004601470988210085, 0.0004911349161421648, 0.0004972325471130295]
rxn05546_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
EX_cpd11581_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn08133_c	[0.0004989203363920476, 0.000514310961381805, 0.0005522622361215861]
rxn09189_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
EX_cpd15551_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn12844_c	[0.0004989203363920476, 0.000514310961381805, 0.0005522622361215861]
rxn12848_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
EX_cpd15603_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn12845_c	[0.0004989203363920476, 0.000514310961381805, 0.0005522622361215861]
rxn12849_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
EX_cpd15604_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn12846_c	[0.0004989203363920476, 0.000514310961381805, 0.0005522622361215861]
rxn12850_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
EX_cpd15605_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn12851_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
rxn12847_c	[0.0004989203363920476, 0.000514310961381805, 0.0005522622361215861]
EX_cpd15606_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd29695_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn30259_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
rxn30237_c	[0.0004989203363920476, 0.000514310961381805, 0.0005522622361215861]
EX_cpd29694_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn30262_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
EX_cpd29697_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn30264_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
rxn30239_c	[0.0004989203363920476, 0.000514310961381805, 0.0005522622361215861]
EX_cpd29698_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn30266_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
rxn30240_c	[0.0004989203363920476, 0.000514310961381805, 0.0005522622361215861]
EX_cpd29696_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn30268_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
rxn30241_c	[0.0004989203363920476, 0.000514310961381805, 0.0005522622361215861]
EX_cpd29699_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn30270_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
rxn30242_c	[0.0004989203363920476, 0.000514310961381805, 0.0005522622361215861]
EX_cpd29693_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn30274_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
rxn30244_c	[0.0004989203363920476, 0.000514310961381805, 0.0005522622361215861]
EX_cpd29690_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn30276_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
rxn30245_c	[0.0004989203363920476, 0.000514310961381805, 0.0005522622361215861]
EX_cpd29691_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn30278_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
rxn30246_c	[0.0004989203363920476, 0.000514310961381805, 0.0005522622361215861]
EX_cpd29700_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn30280_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
rxn30247_c	[0.0004989203363920476, 0.000514310961381805, 0.0005522622361215861]
rxn05647_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05560_c	[0.032875143902879884, 0.03037393316225796, 0.029590249918315305]
rxn10175_c	[0.032875143902879884, 0.03037393316225796, 0.029590249918315305]
rxn05617_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05607_c	[0.05974955909697131, 0.04705920641276241, 0.04836520060041321]
rxn05567_c	[0.0033995006235078722, 0.0022964009081064872, 0.0024001788464892778]
rxn10184_c	[0.0033995006235078722, 0.003162297406847091, 0.003063483133645987]
rxn05610_c	[0.000447602816077437, 0.0003116438423713335, 0.0003965085627670107]
rxn05226_c	[0.044354873197258275, 0.04352757160411764, 0.04836520060041321]
rxn05518_c	[0.0013473700055936096, 0.0012741893808346926, 0.0013020417488631701]
rxn05178_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00348_c	[0.015443152446676819, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00320_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05681_c	[0.107277565633683, 0.10743033872529778, 0.11718965343579336]
EX_cpd02711_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00008_c	[0.12460977302260764, 0.1312789823842332, 0.12684048514566898]
rxn34423_c	[0.0021228347570143922, 0.0018387972914599723, 0.00195453663282177]
rxn12188_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00504_c	[0.002882904252340792, 0.002965547575982911, 0.0029381923238497197]
rxn09658_c	[0.032875143902879884, 0.03037393316225796, 0.029590249918315305]
rxn00367_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn13150_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10183_c	[0.044354873197258275, 0.04352757160411764, 0.04991143659425185]
rxn09655_c	[0.032875143902879884, 0.03037393316225796, 0.029590249918315305]
rxn30238_c	[0.0004989203363920476, 0.000514310961381805, 0.0005522622361215861]
rxn12212_c	[0.001056000529140654, 0.0010128424877068338, 0.00105981284992372]
rxn10042_c	[0.001056000529140654, 0.0010128424877068338, 0.00105981284992372]
rxn05147_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00816_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00808_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd01553_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05472_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
R01103_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00589_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02094_c	[0.000447602816077437, 0.0003116438423713335, 0.0003965085627670107]
EX_cpd27607_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn46837_c	[0.0014003981099187073, 0.0014507218105323785, 0.001498085015956153]
rxn17713_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn18658_c	[0.0006733999054617237, 0.0006247670067792397, 0.0006780443824268585]
EX_cpd00731_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05554_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05562_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05563_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00072_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00089_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00079_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05162_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00108_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn12549_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00136_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn12585_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd03561_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05561_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00106_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10960_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00142_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10827_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00383_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05559_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00047_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05470_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00139_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05564_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00281_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05703_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00165_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09687_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd03279_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05316_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00246_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05204_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00311_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05198_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00367_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09688_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00277_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05318_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00182_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05205_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00654_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09685_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00412_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05317_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00438_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05674_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00274_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05672_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00186_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00424_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10398_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00504_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
ID011_c	[0.04716536272648845, 0.04839897907055182, 0.04991143659425185]
rxn02000_c	[0.05974955909697131, 0.0657898889325015, 0.06808892208139972]
rxn07312_c	[0.0029005802871158244, 0.0029438508527798433, 0.0028109361680174324]
rxn03063_c	[0.0029005802871158244, 0.0029438508527798433, 0.0028109361680174324]
rxn02003_c	[0.07844339135824363, 0.07285513097917312, 0.06877777586702467]
rxn05619_c	[0.014292499602289219, 0.015532388276668724, 0.015690831415073714]
rxn10344_c	[0.0019409426572326058, 0.0018037866699277497, 0.0018439859182956518]
rxn05516_c	[0.0019409426572326058, 0.0018037866699277497, 0.0018439859182956518]
rxn10343_c	[0.0019409426572326058, 0.0018037866699277497, 0.0018439859182956518]
rxn10481_c	[0.0019409426572326058, 0.0018037866699277497, 0.0018439859182956518]
rxn05528_c	[0.0019409426572326058, 0.0018037866699277497, 0.0018439859182956518]
rxn03887_c	[0.05974955909697131, 0.054022868346256026, 0.05288844450231297]
rxn01997_c	[0.05974955909697131, 0.054022868346256026, 0.05288844450231297]
rxn02569_c	[0.017522082214088713, 0.015880522062608853, 0.015690831415073714]
rxn01675_c	[0.07218835582656274, 0.07494196126543179, 0.07217241980774003]
rxn04561_c	[1.0, 1.0, 1.0]
teichoicacid_rxn	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn08764_c	[0.3487669825355075, 1.0, 0.16454466617369237]
rxn12627_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00155_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn12539_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00042_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05495_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00085_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn12597_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00152_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn12529_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00100_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09692_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00098_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05203_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00207_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00131_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd11574_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd04097_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd01012_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00531_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00058_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn30075_c	[0.0010497283877688682, 0.0008634309620129825, 0.0006637956236657142]
rna_rxn	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
dna_rxn	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00806_c	[0.06315134049915982, 0.054022868346256026, 0.05288844450231297]
rxn05156_c	[0.0003392658287465924, 0.00027318146942044105, 0.0002835011656958676]
rxn00471_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00173_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01780_c	[1.0, 1.0, 1.0]
rxn27496_c	[1.0, 1.0, 1.0]
rxn19080_c	[0.19277540545117508, 0.1998924039772066, 0.22911217949505344]
R00258_c	[0.0017487870533878973, 0.0015976677994986083, 0.001615023105099336]
rxn10133_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
