reaction	linear_coefficient
rxn08819_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03849_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00122_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02235_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09979_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn06076_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00985_c	[0.0015027974371211274, 0.001506154326088979, 0.0015420852741029804]
rxn14300_c	[0.0024740011862304095, 0.002550939430923231, 0.002906937830939264]
rxn08294_c	[0.012123919864342069, 0.012085356042404374, 0.013190183556337784]
rxn10259_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01602_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn07720_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05223_c	[0.032743781996415026, 0.03114105419856937, 0.030129026489062714]
rxn05344_c	[0.0009574659346999871, 0.0011493183447626658, 0.0009573779410056003]
rxn01521_c	[0.018080158355189398, 0.020558568715554653, 0.02197043158576163]
rxn11759_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05384_c	[0.0009574659346999871, 0.0011493183447626658, 0.0009573779410056003]
rxn01649_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03094_c	[0.00034523724906836714, 0.0003179780753843375, 0.00043210514451427263]
rxn00085_c	[0.0001588808101248887, 0.0001548843293180164, 0.0002698649229680216]
rxn00119_c	[0.0001666456617475336, 0.00016966127946496494, 0.00015474397368602823]
rxn11749_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03873_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn04453_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00608_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09345_c	[0.05441369098638105, 0.05677523164237592, 0.05342522305353232]
rxn04454_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01466_c	[0.02258616148143812, 0.024311366758429702, 0.022604399976226187]
rxn01304_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00974_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02008_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05740_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03904_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01225_c	[0.04348973934587695, 0.045989152624003236, 0.03973332633683533]
rxn07842_c	[0.0022147746012898015, 0.002196292627396466, 0.0022076449948356205]
rxn00783_c	[0.00298110572681699, 0.003071142805540809, 0.0031634165970140303]
rxn07885_c	[0.002014680347937028, 0.0018969225633082853, 0.002128398946027551]
rxn08842_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00778_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03901_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01985_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10052_c	[0.0001666456617475336, 0.00016966127946496494, 0.00015474397368602823]
rxn07672_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00193_c	[0.02258616148143812, 0.024311366758429702, 0.025200778967241932]
rxn10272_c	[0.0005387612433558255, 0.0005461998609872097, 0.0006339683904645586]
rxn06760_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05197_c	[0.031310868223897705, 0.02840184547688502, 0.03363298691744115]
rxn00653_c	[0.021313323111603017, 0.017891602861255386, 0.022604399976226187]
rxn00929_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00342_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00256_c	[0.07313415095229932, 0.11103345610972158, 0.10203089417921708]
rxn03644_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03004_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00138_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10286_c	[0.0005387612433558255, 0.0005461998609872097, 0.0006339683904645586]
rxn02015_c	[0.00034523724906836714, 0.0003179780753843375, 0.00043210514451427263]
rxn05054_c	[0.032743781996415026, 0.02500807259313583, 0.030129026489062714]
rxn01858_c	[0.03340498897689718, 0.03235878434956791, 0.03960481923066008]
rxn10770_c	[8.003770134110934e-05, 7.826310633383866e-05, 7.174980094784701e-05]
rxn05421_c	[0.0009574659346999871, 0.0011493183447626658, 0.0009573779410056003]
rxn01799_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01485_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02190_c	[0.07101972212582523, 0.07474181384326582, 0.08884124606915504]
rxn10281_c	[0.0005387612433558255, 0.0005461998609872097, 0.0006339683904645586]
rxn09296_c	[0.00014992136594491374, 0.00015105326816880748, 0.00014992495720445641]
rxn00239_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10169_c	[1.0, 1.0, 1.0]
rxn00302_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02465_c	[0.14905887011852148, 0.14622394194300475, 0.18766695884185114]
rxn01791_c	[0.0003320967309377372, 0.0003814642315712276, 0.0003881985499043961]
rxn01710_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03333_c	[8.003770134110934e-05, 7.826310633383866e-05, 7.174980094784701e-05]
rxn03465_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01329_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00950_c	[0.04564538161557892, 0.03798551858885599, 0.03960481923066008]
rxn00002_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00542_c	[0.023501219380352892, 0.02775384884821883, 0.030129026489062714]
rxn10220_c	[0.01551417354204458, 0.014821828291839291, 0.014288919314136159]
rxn10261_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01964_c	[0.0022440421189443864, 0.002236792416688102, 0.0022263856144861776]
rxn02341_c	[0.00298110572681699, 0.003071142805540809, 0.003117368217301233]
rxn01519_c	[0.00298110572681699, 0.01335617375504195, 0.016980607742231882]
rxn01137_c	[0.03340498897689718, 0.03235878434956791, 0.03960481923066008]
rxn01343_c	[0.0011826466317566902, 0.0009205492647099066, 0.0014537366386074971]
rxn10255_c	[0.012123919864342069, 0.012085356042404374, 0.013190183556337784]
rxn08797_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00127_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05232_c	[0.002261961007304336, 0.002446953485444704, 0.0023233013903933442]
rxn06759_c	[0.02258616148143812, 0.024311366758429702, 0.022604399976226187]
rxn09108_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn14293_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01513_c	[0.033365567422505286, 0.03114105419856937, 0.03566179285618288]
rxn06510_c	[0.024530958164771344, 0.030294936979044094, 0.030129026489062714]
rxn08307_c	[0.01551417354204458, 0.014821828291839291, 0.014288919314136159]
rxn02474_c	[0.0003016346207258225, 0.00030320112523738894, 0.0003073461622691357]
rxn02230_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn06517_c	[0.04564538161557892, 0.03798551858885599, 0.03960481923066008]
rxn08657_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn07448_c	[0.002561206442915499, 0.002550939430923231, 0.0030386576147688935]
rxn01019_c	[0.07101972212582523, 0.0659965958285217, 0.07030998591240849]
rxn08849_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09448_c	[0.03340498897689718, 0.03235878434956791, 0.03960481923066008]
rxn08295_c	[0.012123919864342069, 0.012085356042404374, 0.013190183556337784]
rxn01603_c	[0.025018351928161982, 0.02500807259313583, 0.021456403161060636]
rxn00055_c	[0.023501219380352892, 0.02500807259313583, 0.03261885167120815]
rxn00686_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00905_c	[0.002808487102282807, 0.003054450324819256, 0.003197149712385033]
rxn05456_c	[0.0025707631833741386, 0.0027999584056218082, 0.002704003692437518]
rxn09112_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00157_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03194_c	[0.14762655364228283, 0.14441458649167838, 0.14011076241659756]
rxn06075_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00689_c	[0.025018351928161982, 0.02500807259313583, 0.021456403161060636]
rxn01286_c	[0.021313323111603017, 0.017891602861255386, 0.022604399976226187]
rxn01236_c	[0.0016132972486741517, 0.002196292627396466, 0.0018505023289235765]
rxn05289_c	[0.00015231055105957372, 0.00015105326816880748, 0.00015206674230737723]
rxn05343_c	[0.0009574659346999871, 0.0011493183447626658, 0.0009573779410056003]
rxn05425_c	[0.0009574659346999871, 0.0011493183447626658, 0.0009573779410056003]
rxn05736_c	[0.03340498897689718, 0.03235878434956791, 0.03960481923066008]
rxn01641_c	[0.0022440421189443864, 0.002380183562558492, 0.0025123139257261055]
rxn00493_c	[0.04473510208689347, 0.045989152624003236, 0.0439451467417291]
rxn00933_c	[0.0001588808101248887, 0.0001548843293180164, 0.00015420852741029802]
rxn08298_c	[0.012123919864342069, 0.012085356042404374, 0.013190183556337784]
rxn01834_c	[0.00298110572681699, 0.016559488170230466, 0.0163728762192781]
rxn00293_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05383_c	[0.0025707631833741386, 0.0027999584056218082, 0.002704003692437518]
rxn00741_c	[0.013825019665979975, 0.013849286054390123, 0.016365915417693607]
rxn11584_c	[0.03864208274823185, 0.03682142329394637, 0.0402061253983051]
EX_cpd01030_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00276_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00082_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00080_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00001_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00023_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00971_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00314_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00797_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00051_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00064_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd10515_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00179_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00009_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00060_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00076_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd01171_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00067_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00154_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00637_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00122_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00035_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00309_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00220_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00588_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00117_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00307_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00254_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00205_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00138_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00305_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd01242_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd03048_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00065_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00149_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00099_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00162_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00395_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00027_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00794_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00105_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00226_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00104_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00007_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00092_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00208_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00158_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00011_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00063_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd01080_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00156_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00039_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00393_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00264_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00322_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00030_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00516_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05669_c	[0.16110454417035844, 0.14834799170301613, 0.150151986425366]
rxn05244_c	[0.16110454417035844, 0.14834799170301613, 0.150151986425366]
EX_cpd00084_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05237_c	[0.023501219380352892, 0.02500807259313583, 0.030129026489062714]
EX_cpd00644_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
R03018_c	[0.0005154666884878906, 0.0006775505289600859, 0.0005274145815942485]
EX_cpd00263_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
COG3601_c	[0.0005154666884878906, 0.0006775505289600859, 0.0005274145815942485]
rxn05255_c	[0.0005154666884878906, 0.0006775505289600859, 0.0005274145815942485]
rxn00799_c	[0.00298110572681699, 0.013376970944137654, 0.012430920737352358]
rxn08168_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn27328_c	[0.03340498897689718, 0.03307792925671941, 0.03960481923066008]
EX_cpd00232_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn29571_c	[1.0, 0.16799038950945996, 0.5291794125190552]
EX_cpd00492_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05486_c	[1.0, 0.16799038950945996, 0.5291794125190552]
rxn01484_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00751_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02262_c	[0.13650071585958998, 0.10277587744982679, 0.09414966044674425]
rxn01620_c	[0.1455981354799365, 0.13365587219580005, 0.14011076241659756]
rxn04937_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd05161_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn12619_c	[1.0, 0.16799038950945996, 0.5291794125190552]
rxn18524_c	[0.04742771371111526, 0.05677523164237592, 0.04722047161037074]
ID010_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00107_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05243_c	[0.0004043695806562016, 0.0003907682372193063, 0.00034857552550036116]
EX_cpd00069_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn18579_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00066_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn18584_c	[0.0004043695806562016, 0.0003907682372193063, 0.00034857552550036116]
EX_cpd00129_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05165_c	[0.0004043695806562016, 0.0003907682372193063, 0.00034857552550036116]
EX_cpd00567_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
ENOG4108HXH_c	[0.05441369098638105, 0.05677523164237592, 0.05697362552279636]
EX_cpd29317_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05165_2_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00033_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10862_c	[0.05441369098638105, 0.05677523164237592, 0.05697362552279636]
rxn32054_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05164_c	[0.028746078003310215, 0.02500807259313583, 0.02715301608855425]
EX_cpd00119_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10144_c	[0.028746078003310215, 0.02500807259313583, 0.02715301608855425]
EX_cpd00132_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10883_c	[0.028746078003310215, 0.02500807259313583, 0.02715301608855425]
EX_cpd00054_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05169_c	[0.028746078003310215, 0.02500807259313583, 0.02715301608855425]
EX_cpd00161_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05155_c	[0.028746078003310215, 0.02500807259313583, 0.02715301608855425]
EX_cpd00053_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05151_c	[0.028746078003310215, 0.02500807259313583, 0.02715301608855425]
rxn34357_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00041_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn14152_c	[0.05441369098638105, 0.05677523164237592, 0.04722047161037074]
rxn00804_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
R01174_1_c	[0.0024740011862304095, 0.002550939430923231, 0.002906937830939264]
ID001_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd05178_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
R01214_c	[0.05441369098638105, 0.05677523164237592, 0.04722047161037074]
rxn10618_c	[1.0, 1.0, 1.0]
R01174_2_c	[0.0024740011862304095, 0.002550939430923231, 0.002906937830939264]
ID002_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd01711_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01575_c	[0.05441369098638105, 0.05677523164237592, 0.04722047161037074]
R01174_3_c	[0.0024740011862304095, 0.002550939430923231, 0.002906937830939264]
ID003_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd19585_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10563_c	[1.0, 1.0, 1.0]
R01174_4_c	[0.0024740011862304095, 0.002550939430923231, 0.002906937830939264]
EX_cpd00489_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05061_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn29230_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd01042_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn21134_c	[0.05441369098638105, 0.05677523164237592, 0.04722047161037074]
rxn10562_c	[0.0024740011862304095, 0.002550939430923231, 0.0028491096331604024]
R01174_5_c	[0.0024740011862304095, 0.002550939430923231, 0.002906937830939264]
rxn11336_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00430_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn20606_c	[0.00014454569943692878, 0.00014010737917106783, 0.0001413578167927732]
rxn12566_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00339_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn11676_c	[0.0021843124910778866, 0.002196292627396466, 0.0022076449948356205]
rxn13022_c	[0.16110454417035844, 0.424038814122386, 0.18766695884185114]
K20025_c	[0.0008033634948044182, 0.0007536244574943765, 0.0009091877761898822]
R11076_c	[0.0008033634948044182, 0.0007536244574943765, 0.0009091877761898822]
ID006_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_C21399_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
R06782_c	[0.0001588808101248887, 0.0001548843293180164, 0.00015420852741029802]
rxn01610_c	[0.0021843124910778866, 0.002196292627396466, 0.002128398946027551]
EX_cpd03343_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00036_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00211_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09271_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn25164_c	[0.13798439981579383, 0.13682087599949647, 0.13474237805612654]
rxn16140_c	[0.05790488773517794, 0.06354362210412824, 0.06343378483948124]
rxn02167_c	[0.014115305657411162, 0.014338567292589087, 0.017280993102916524]
rxn16586_c	[0.0016413701737714064, 0.0018843347909608848, 0.0018505023289235765]
rxn13713_c	[0.028746078003310215, 0.03114105419856937, 0.03135198578283049]
rxn00871_c	[0.0024740011862304095, 0.002550939430923231, 0.002906937830939264]
rxn08184_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00029_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn08061_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn30338_c	[0.13798439981579383, 0.13682087599949647, 0.13474237805612654]
EX_cpd00159_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00221_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05602_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10171_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00602_c	[0.0016413701737714064, 0.0018843347909608848, 0.0018505023289235765]
rxn00669_c	[0.0024740011862304095, 0.002550939430923231, 0.002906937830939264]
rxn09172_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00141_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03141_c	[0.028605116081545277, 0.026953157068034174, 0.030129026489062714]
peptidoglycan_rxn	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
cellwall_rxn	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
lipid_rxn	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
cofactor_rxn	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
biomass	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
SK_cpd11416_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn08686_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09031_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05467_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn08186_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn08952_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10161_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05175_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn08304_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00013_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05466_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00242_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10826_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn30210_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00133_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn11334_c	[0.0005154666884878906, 0.0006775505289600859, 0.0005274145815942485]
EX_cpd00443_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10421_c	[0.0005154666884878906, 0.0006775505289600859, 0.0005274145815942485]
rxn01182_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02269_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09142_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00530_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09145_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn13139_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03167_c	[0.0025606091466368335, 0.002550939430923231, 0.002906937830939264]
rxn00341_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00620_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01105_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02476_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00777_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01014_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01359_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00970_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05227_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05293_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn12676_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09341_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn13914_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09147_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10030_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn13012_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn12239_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
